Game,numOpportunity,Event,Result,Start Pos,End Pos,Team,Player
,,,,,,,
USD,8,Set Piece,Unsuccessful,"[87.7142857142857, 21.33333333333333]","[103.14285714285714, 24.0]",USD,Enter a player
,,,,,,,
USD,8,Pass,Successful,"[92.28571428571428, 21.714285714285722]","[93.61904761904762, 8.76190476190476]",USD,Enter a player
,,,,,,,
USD,8,Pass,Successful,"[97.04761904761904, 18.66666666666667]","[95.33333333333331, 34.285714285714285]",USD,Enter a player
,,,,,,,
USD,8,Shot(head),Unsuccessful,"[94.76190476190476, 36.761904761904766]","[103.14285714285714, 40.38095238095238]",USD,Enter a player
,,,,,,,
USD,8,1st Ball,Successful,"[20.666666666666657, 4.0]","[-1, -1]",UCSD,Enter a player
,,,,,,,
USD,7,1st Ball,Successful,"[70.57142857142856, 16.57142857142857]","[70.57142857142856, 16.57142857142857]",UCSD,Enter a player
,,,,,,,
USD,7,2nd Ball,Successful,"[50.38095238095237, 21.14285714285714]","[50.38095238095237, 21.14285714285714]",UCSD,Enter a player
,,,,,,,
USD,7,1st Ball,Successful,"[27.14285714285713, 40.38095238095238]","[26.952380952380942, 40.38095238095238]",USD,Enter a player
,,,,,,,
USD,7,2nd Ball,Successful,"[49.6190476190476, 36.38095238095238]","[49.6190476190476, 36.38095238095238]",UCSD,Enter a player
,,,,,,,
USD,7,1st Ball,Successful,"[24.857142857142847, 43.23809523809524]","[24.857142857142847, 43.23809523809524]",USD,Enter a player
,,,,,,,
USD,7,2nd Ball,Successful,"[48.28571428571427, 52.0]","[48.28571428571427, 52.0]",UCSD,Enter a player
,,,,,,,
USD,7,1st Ball,Successful,"[62.19047619047618, 31.04761904761905]","[62.19047619047618, 31.04761904761905]",USD,Enter a player
,,,,,,,
USD,7,2nd Ball,Successful,"[76.85714285714283, 39.42857142857143]","[76.85714285714283, 39.42857142857143]",UCSD,Enter a player
,,,,,,,
USD,7,1st Ball,Successful,"[100.09523809523807, 17.14285714285714]","[98.19047619047618, 17.523809523809533]",UCSD,Enter a player
,,,,,,,
USD,7,2nd Ball,Successful,"[89.61904761904759, 16.19047619047619]","[89.8095238095238, 16.19047619047619]",UCSD,Enter a player
,,,,,,,
USD,9,Set Piece,Successful,"[118.95238095238093, 0.3809523809523796]","[107.33333333333331, 4.571428571428569]",USD,Enter a player
,,,,,,,
USD,9,Pass,Successful,"[107.52380952380952, 1.7142857142857224]","[99.7142857142857, 16.57142857142857]",USD,Enter a player
,,,,,,,
USD,9,Shot(foot),Unsuccessful,"[114.38095238095238, 21.714285714285722]","[118.95238095238093, 38.095238095238095]",USD,Enter a player
,,,,,,,
USD,8,1st Ball,Successful,"[112.85714285714286, 42.095238095238095]","[-1, -1]",UCSD,Enter a player
,,,,,,,
USD,8,2nd Ball,Successful,"[86.57142857142856, 60.76190476190476]","[86.38095238095238, 60.76190476190476]",USD,Enter a player
,,,,,,,
USD,8,1st Ball,Successful,"[87.52380952380952, 38.095238095238095]","[87.52380952380952, 38.095238095238095]",UCSD,Enter a player
,,,,,,,
USD,8,2nd Ball,Successful,"[76.66666666666666, 36.0]","[76.66666666666666, 36.19047619047619]",UCSD,Enter a player
,,,,,,,
USD,8,1st Ball,Successful,"[29.809523809523803, 14.095238095238102]","[29.809523809523803, 14.095238095238102]",USD,Enter a player
,,,,,,,
USD,8,2nd Ball,Successful,"[53.99999999999999, 10.476190476190482]","[53.99999999999999, 10.476190476190482]",USD,Enter a player
