game,x1,y1,won,player,Side
Lipscomb,92.4,31.200000000000003,False,23,Left
Lipscomb,84.0,33.6,False,29,Left
Lipscomb,93.60000000000001,22.400000000000002,False,23,Left
Lipscomb,92.4,33.6,False,23,Left
Lipscomb,87.6,9.6,True,10,Left
UV,50.4,4.8,False,23,Left
UV,7.199999999999999,64.0,True,2,Right
UV,54.0,43.2,False,8,Right
UV,111.60000000000001,68.0,False,23,Right
UV,75.6,53.6,False,23,Right
UV,69.6,69.6,False,20,Right
UV,99.6,4.0,True,11,Left
UV,62.400000000000006,22.400000000000002,True,8,Left
UV,39.6,70.4,False,23,Right
UV,106.8,7.199999999999999,False,7,Left
UV,84.0,6.4,True,8,Left
UV,91.2,67.2,False,11,Right
UV,20.400000000000002,68.8,False,12,Right
UV,3.5999999999999996,73.60000000000001,True,12,Right
UV,73.2,40.0,False,19,Right
UV,75.6,71.2,True,20,Right
UV,98.39999999999999,68.8,False,23,Right
UV,108.0,71.2,False,23,Right
UV,104.4,71.2,False,23,Right
UV,88.8,68.8,False,12,Right
UV,102.0,67.2,True,20,Right
UV,82.8,54.400000000000006,False,6,Right
UV,45.6,52.0,False,19,Right
UV,51.6,20.8,False,8,Left
UV,46.800000000000004,18.400000000000002,True,8,Left
UV,80.4,67.2,False,23,Right
UV,80.4,75.19999999999999,False,20,Right
UV,67.2,36.0,False,19,Left
UV,34.8,7.199999999999999,True,23,Left
UV,58.8,70.4,True,7,Right
UV,92.4,4.8,True,17,Left
UV,104.4,8.8,True,17,Left
UV,87.6,12.0,False,29,Left
UV,48.0,63.2,True,5,Right
UV,85.19999999999999,49.6,True,10,Right
UV,15.600000000000001,5.6000000000000005,True,32,Left
UV,4.8,20.8,False,10,Left
UV,48.0,8.8,False,17,Left
UV,56.4,67.2,False,29,Right
UV,54.0,49.6,False,22,Right
UV,61.2,7.199999999999999,False,7,Left
UV,45.6,8.8,True,10,Left
UV,109.2,73.60000000000001,False,20,Right
UV,55.2,73.60000000000001,True,20,Right
UV,68.39999999999999,73.60000000000001,False,20,Right
UV,51.6,22.400000000000002,False,19,Left
UV,76.8,23.2,True,8,Left
UV,110.4,29.6,False,23,Left
UV,9.6,15.2,False,6,Left
UV,28.799999999999997,40.0,False,8,Right
UV,33.6,40.8,False,8,Right
UV,58.8,57.599999999999994,True,12,Right
UV,93.60000000000001,56.0,False,7,Right
UV,108.0,76.8,True,20,Right
UV,82.8,6.4,True,7,Left
UV,73.2,57.599999999999994,False,20,Right
UV,46.800000000000004,13.600000000000001,False,7,Left
UV,58.8,6.4,False,23,Left
UV,40.800000000000004,6.4,False,8,Left
UV,92.4,67.2,True,12,Right
UV,114.0,56.8,False,12,Right
UV,117.6,76.8,True,12,Right
UV,110.4,53.6,False,11,Right
UV,31.200000000000003,8.0,True,7,Left
UV,15.600000000000001,8.0,True,10,Left
UV,96.0,62.400000000000006,False,11,Right
UV,67.2,41.6,False,23,Right
UV,111.60000000000001,9.6,False,10,Left
UV,85.19999999999999,19.2,False,10,Left
UV,87.6,16.8,False,17,Left
UV,27.6,77.6,True,29,Right
UV,117.6,18.400000000000002,True,29,Left
UV,112.8,62.400000000000006,False,29,Right
UV,94.80000000000001,28.0,False,29,Left
UV,92.4,32.8,False,29,Left
UV,85.19999999999999,50.4,True,29,Right
UV,81.60000000000001,16.0,False,29,Left
UV,22.8,12.8,False,17,Left
UV,74.4,64.0,False,19,Right
UV,90.0,19.2,True,29,Left
UV,99.6,22.400000000000002,True,17,Left
UV,56.4,62.400000000000006,False,6,Right
UV,45.6,26.400000000000002,True,5,Left
UV,97.2,11.200000000000001,False,17,Left
Duke,81.60000000000001,19.2,False,11,Left
Duke,110.4,8.0,False,23,Left
Duke,34.8,64.0,False,20,Right
Duke,40.800000000000004,32.8,False,8,Left
Duke,78.0,20.0,True,11,Left
Duke,64.80000000000001,17.6,False,8,Left
Duke,54.0,5.6000000000000005,False,8,Left
Duke,57.599999999999994,72.8,False,19,Right
Duke,51.6,8.8,False,11,Left
Duke,43.199999999999996,8.8,False,11,Left
Duke,112.8,7.199999999999999,False,23,Left
Duke,102.0,1.6,False,23,Left
Duke,34.8,72.8,False,12,Right
Duke,68.39999999999999,49.6,False,11,Right
Duke,33.6,67.2,False,12,Right
Duke,115.19999999999999,60.0,False,23,Right
Duke,79.2,18.400000000000002,False,23,Left
Duke,48.0,4.8,True,7,Left
Duke,68.39999999999999,32.8,False,23,Left
Duke,105.6,76.8,True,23,Right
Duke,75.6,69.6,False,12,Right
Duke,63.6,77.6,False,20,Right
Duke,2.4,24.0,False,10,Left
Duke,68.39999999999999,29.6,False,19,Left
Duke,36.0,30.4,False,17,Left
Duke,50.4,15.2,False,17,Left
Duke,28.799999999999997,13.600000000000001,False,10,Left
Duke,64.80000000000001,16.0,False,17,Left
Duke,46.800000000000004,5.6000000000000005,False,25,Left
Duke,73.2,3.2,False,17,Left
Duke,78.0,4.8,False,9,Left
Duke,99.6,10.4,False,23,Left
Duke,99.6,14.399999999999999,False,17,Left
Duke,55.2,11.200000000000001,False,7,Left
Duke,90.0,3.2,False,11,Left
Duke,50.4,8.8,False,11,Left
Duke,80.4,68.0,False,20,Right
Duke,91.2,10.4,False,11,Left
Duke,73.2,2.4,False,11,Left
Duke,108.0,46.4,False,11,Right
Duke,44.4,5.6000000000000005,True,23,Left
Duke,82.8,19.2,True,7,Left
Duke,43.199999999999996,66.39999999999999,True,20,Right
Duke,33.6,17.6,False,5,Left
Duke,37.2,30.4,False,19,Left
Duke,112.8,64.0,True,11,Right
Duke,70.8,6.4,False,5,Left
Duke,74.4,15.2,True,23,Left
Duke,90.0,19.2,True,7,Left
Duke,22.8,74.4,False,12,Right
Duke,74.4,4.8,False,7,Left
Duke,44.4,50.4,False,20,Right
Duke,110.4,78.4,True,11,Right
Duke,50.4,62.400000000000006,True,8,Right
Duke,54.0,56.8,True,8,Right
Duke,108.0,77.6,True,20,Right
Duke,56.4,41.6,False,23,Right
Duke,32.400000000000006,50.4,False,20,Right
Duke,66.0,18.400000000000002,True,8,Left
Duke,81.60000000000001,76.8,True,12,Right
Duke,75.6,74.4,True,12,Right
Duke,98.39999999999999,64.80000000000001,False,29,Right
Duke,93.60000000000001,12.8,False,17,Left
Duke,33.6,19.2,True,10,Left
Duke,94.80000000000001,7.199999999999999,False,29,Left
Duke,87.6,9.6,False,29,Left
Duke,79.2,6.4,False,10,Left
Duke,31.200000000000003,51.2,False,2,Right
Duke,74.4,4.0,True,17,Left
Duke,88.8,8.8,True,17,Left
Duke,98.39999999999999,29.6,True,17,Left
Duke,46.800000000000004,10.4,False,17,Left
Duke,36.0,38.4,True,17,Left
Duke,56.4,24.0,True,9,Left
Duke,40.800000000000004,44.0,True,32,Right
Duke,90.0,6.4,True,17,Left
Duke,106.8,4.0,True,17,Left
Duke,116.39999999999999,22.400000000000002,True,29,Left
Duke,49.199999999999996,32.0,True,19,Left
Duke,97.2,5.6000000000000005,False,17,Left
Santa Clara,75.6,8.0,False,23,Left
Santa Clara,80.4,6.4,False,17,Left
Santa Clara,74.4,13.600000000000001,False,17,Left
Santa Clara,46.800000000000004,40.8,False,19,Right
Santa Clara,62.400000000000006,23.2,False,8,Left
Santa Clara,33.6,10.4,False,17,Left
Santa Clara,87.6,8.8,False,17,Left
Santa Clara,97.2,12.0,False,17,Left
Santa Clara,54.0,61.6,False,7,Right
Santa Clara,96.0,70.4,True,11,Right
Santa Clara,70.8,6.4,True,23,Left
Santa Clara,69.6,19.2,False,8,Left
Santa Clara,81.60000000000001,53.6,False,11,Right
Santa Clara,10.799999999999999,8.8,True,10,Left
Santa Clara,7.199999999999999,65.6,False,2,Right
Santa Clara,58.8,60.0,True,19,Right
Santa Clara,46.800000000000004,61.6,False,11,Right
Santa Clara,88.8,28.0,True,11,Left
Santa Clara,90.0,70.4,True,7,Right
Santa Clara,84.0,22.400000000000002,False,23,Left
Santa Clara,79.2,24.0,False,23,Left
Santa Clara,66.0,13.600000000000001,False,8,Left
Santa Clara,33.6,16.8,True,6,Left
Santa Clara,75.6,14.399999999999999,False,23,Left
Santa Clara,111.60000000000001,67.2,True,11,Right
Santa Clara,49.199999999999996,14.399999999999999,True,6,Left
Santa Clara,31.200000000000003,18.400000000000002,False,8,Left
Santa Clara,38.4,21.6,True,8,Left
Santa Clara,66.0,11.200000000000001,True,6,Left
Santa Clara,73.2,21.6,False,8,Left
Santa Clara,84.0,40.8,False,28,Right
Santa Clara,81.60000000000001,37.599999999999994,False,28,Left
Santa Clara,109.2,18.400000000000002,True,23,Left
Santa Clara,44.4,16.0,False,9,Left
Santa Clara,86.39999999999999,52.800000000000004,False,28,Right
Santa Clara,39.6,71.2,False,20,Right
Santa Clara,49.199999999999996,6.4,True,28,Left
Santa Clara,88.8,7.199999999999999,True,28,Left
Santa Clara,96.0,5.6000000000000005,False,28,Left
Santa Clara,79.2,13.600000000000001,False,32,Left
Santa Clara,52.8,44.0,True,20,Right
Santa Clara,55.2,7.199999999999999,True,10,Left
Santa Clara,99.6,72.8,False,20,Right
Santa Clara,88.8,28.0,True,10,Left
Santa Clara,67.2,24.0,True,17,Left
Santa Clara,102.0,8.8,False,11,Left
Santa Clara,36.0,31.200000000000003,False,19,Left
Santa Clara,74.4,73.60000000000001,False,23,Right
Santa Clara,25.2,14.399999999999999,False,17,Left
Santa Clara,39.6,41.6,True,8,Right
Santa Clara,48.0,51.2,True,5,Right
Santa Clara,108.0,10.4,False,17,Left
Santa Clara,43.199999999999996,70.4,True,5,Right
Santa Clara,40.800000000000004,74.4,True,5,Right
Santa Clara,92.4,9.6,False,10,Left
Santa Clara,92.4,5.6000000000000005,False,17,Left
Santa Clara,62.400000000000006,11.200000000000001,False,17,Left
Santa Clara,68.39999999999999,19.2,False,17,Left
