Date,Match,Competition,Duration,Team,Scheme,Points,Aerial duels,Aerial duels accuracy,Aerial duels won,Average pass length,Average passes per possession,Average shot distance,Back passes,Back passes accuracy,Back passes accurate,Back passes percentage,Clearances,Conceded goals,Corners,Corners with shots,Corners with shots percentage,Counterattacks,Counterattacks with shots,Counterattacks with shots percentage,Crosses,Crosses accurate,Crossing accuracy,Deep completed crosses,Deep completed passes,Defensive duels,Defensive duels accuracy,Defensive duels won,Difference in Goals and xG,Duels,Duels accuracy,Duels won,Forward passes,Forward passes accuracy,Forward passes accurate,Forward passes percentage,Fouls,Free kicks,Free kicks with shots,Goal differential,Goal kicks,Goals,Interceptions,Lateral passes,Lateral passes accuracy,Lateral passes accurate,Lateral passes percentage,Long pass %,Long passes,Long passes accuracy,Long passes accurate,Long passes percentage,Losses,Losses High,Losses Low,Losses Medium,Match tempo,Offensive duels,Offensive duels accuracy,Offensive duels won,Offsides,PPDA,Passes,Passes accuracy,Passes accurate,Passes to final third,Passes to final third accuracy,Passes to final third accurate,Passes to final third percentage,Penalties,Penalties converted,Penalty area entries (runs,Penalty area entries (runs crosses),Penalty conversion percentage,Positional attacks,Positional attacks with shots,Positional attacks with shots percentage,"Possession, %",Progressive passes,Progressive passes accuracy,Progressive passes accurate,Progressive passes percentage,Recoveries,Recoveries High,Recoveries Low,Recoveries Medium,Red cards,Shots,Shots against,Shots against on target,Shots against on target accuracy,Shots from outside penalty area,Shots from outside penalty area on target,Shots from outside penalty area on target accuracy,Shots from outside penalty area on target percentage,Shots on target,Shots on target accuracy,Sliding tackle percentage,Sliding tackles,Sliding tackles successful,Smart passes,Smart passes accuracy,Smart passes accurate,Smart passes percentage,Throw in percentage,Throw ins,Throw ins accurate,Touches in penalty area,Yellow cards,xG
2023-08-28,Gonzaga Bulldogs - Sacramento State Hornets 5:1,United States. NCAA D1 Non-conference matches,104,Gonzaga Bulldogs,5-3-2 (100.0%),3,24,0.4583333333333333,11,19.96,4.13,15.78,72,0.9583333333333334,69,0.1830238726790451,18,1,7,1,0.14285714285714285,3,3,1.0,15,6,0.4,5,7,90,0.6,54,1.4300000000000002,203,0.4827586206896552,98,160,0.75,120,0.3183023872679045,18,2,0,4,16,5,42,156,0.9038461538461539,141,0.3740053050397878,10.54,47,0.5957446808510638,28,0.07427055702917772,91,43,24,24,15.79,53,0.41509433962264153,22,5,8.55,446,0.8452914798206278,377,47,0.6170212765957447,29,0.07692307692307693,1,1,26,7,1.0,30,11,0.36666666666666664,50.46,69,0.7246376811594203,50,0.13262599469496023,73,10,44,19,0,18,16,3,0.1875,6,1,0.16666666666666666,0.1111111111111111,9,0.5,0.46153846153846156,13,6,2,0.5,1,0.002652519893899204,0.85,20,17,20,4,3.57
2023-08-28,Gonzaga Bulldogs - Sacramento State Hornets 5:1,United States. NCAA D1 Non-conference matches,104,Sacramento State Hornets,3-4-1-2 (65.25%),0,24,0.4166666666666667,10,21.53,3.44,17.85,61,0.9344262295081968,57,0.16715542521994134,17,5,8,4,0.5,3,1,0.3333333333333333,8,2,0.25,3,8,53,0.5849056603773585,31,-0.8899999999999999,203,0.46798029556650245,95,138,0.7246376811594203,100,0.2932551319648094,7,7,4,-4,5,1,45,164,0.9146341463414634,150,0.4398826979472141,10.34,42,0.5,21,0.06158357771260997,94,50,19,25,14.64,90,0.4,36,1,10.5,406,0.8399014778325123,341,49,0.6122448979591837,30,0.08797653958944282,0,0,22,2,,25,6,0.24,49.54,67,0.7611940298507462,51,0.1495601173020528,76,15,34,27,1,16,18,9,0.5,7,1,0.14285714285714285,0.3333333333333333,3,0.1875,0.5,4,2,5,0.2,1,0.002932551319648094,0.8846153846153846,26,23,18,2,1.89
2023-08-28,Ohio State Buckeyes - UC Davis Aggies 1:2,United States. NCAA D1 Non-conference matches,104,Ohio State Buckeyes,4-4-2 (43.36%),0,62,0.2903225806451613,18,21.84,4.02,16.99,93,0.9247311827956989,86,0.17842323651452283,5,2,13,4,0.3076923076923077,0,0,,46,14,0.30434782608695654,13,5,62,0.6774193548387096,42,-1.3900000000000001,247,0.4534412955465587,112,190,0.7947368421052632,151,0.3132780082987552,9,2,1,-1,2,1,38,225,0.8444444444444444,190,0.3941908713692946,10.02,58,0.5344827586206896,31,0.06431535269709543,125,68,17,40,16.81,77,0.45454545454545453,35,2,6.7,579,0.8324697754749568,482,64,0.75,48,0.0995850622406639,0,0,47,8,,50,15,0.3,60.8,108,0.7870370370370371,85,0.17634854771784234,101,13,45,43,0,20,6,3,0.5,7,1,0.14285714285714285,0.14285714285714285,7,0.35,0.2222222222222222,9,2,6,0.5,3,0.006224066390041493,1.0,37,37,32,2,2.39
2023-08-28,Ohio State Buckeyes - UC Davis Aggies 1:2,United States. NCAA D1 Non-conference matches,104,UC Davis Aggies,4-4-1-1 (76.54%),3,62,0.6774193548387096,42,22.46,2.35,16.18,39,0.9487179487179487,37,0.16444444444444445,42,1,1,1,1.0,5,1,0.2,12,3,0.25,3,2,77,0.5454545454545454,42,1.6,247,0.5060728744939271,125,108,0.6296296296296297,68,0.3022222222222222,13,0,0,1,16,2,64,108,0.8888888888888888,96,0.4266666666666667,17.07,49,0.5714285714285714,28,0.12444444444444444,109,47,26,36,12.92,62,0.3225806451612903,20,0,12.24,287,0.7839721254355401,225,39,0.6923076923076923,27,0.12,0,0,17,5,,27,4,0.14814814814814814,39.2,55,0.8181818181818182,45,0.2,88,9,46,33,0,6,20,7,0.35,1,0,0.0,0.0,2,0.3333333333333333,0.6,5,3,0,,0,0.0,0.9,20,18,11,2,0.4
2023-08-28,Oregon State Beavers - UC Riverside Highlanders 3:0,United States. NCAA D1 Non-conference matches,99,Oregon State Beavers,4-1-3-2 (100.0%),3,29,0.4827586206896552,14,18.12,5.16,18.19,95,1.0,95,0.20169851380042464,5,0,10,2,0.2,0,0,,23,9,0.391304347826087,9,12,72,0.6666666666666666,48,0.41999999999999993,205,0.5024390243902439,103,154,0.8181818181818182,126,0.267515923566879,11,2,1,3,8,3,30,199,0.8944723618090452,178,0.37791932059447986,6.03,32,0.5625,18,0.03821656050955414,99,55,6,38,15.52,89,0.3595505617977528,32,3,6.98,531,0.8870056497175142,471,56,0.8214285714285714,46,0.09766454352441614,0,0,35,8,,46,11,0.2391304347826087,60.17,70,0.8285714285714286,58,0.12314225053078556,85,16,18,51,0,21,7,2,0.2857142857142857,10,2,0.2,0.25,8,0.38095238095238093,0.5,2,1,4,0.75,3,0.006369426751592357,0.9,10,9,31,1,2.58
2023-08-28,Oregon State Beavers - UC Riverside Highlanders 3:0,United States. NCAA D1 Non-conference matches,99,UC Riverside Highlanders,5-3-2 (53.24%),0,29,0.4482758620689655,13,20.29,3.21,19.4,52,0.9038461538461539,47,0.18076923076923077,12,3,1,0,0.0,0,0,,5,1,0.2,1,2,89,0.6404494382022472,57,-0.57,205,0.47317073170731705,97,118,0.7457627118644068,88,0.3384615384615385,10,3,0,-3,14,0,37,109,0.8440366972477065,92,0.35384615384615387,9.26,30,0.5333333333333333,16,0.06153846153846154,105,25,26,54,14.31,72,0.3333333333333333,24,1,12.89,324,0.8024691358024691,260,34,0.6764705882352942,23,0.08846153846153847,0,0,7,2,,17,4,0.23529411764705882,39.83,61,0.5901639344262295,36,0.13846153846153847,60,3,34,23,0,7,21,8,0.38095238095238093,4,2,0.5,1.0,2,0.2857142857142857,0.6363636363636364,11,7,0,,0,0.0,0.7058823529411765,17,12,5,1,0.57
2023-08-28,UC Irvine Anteaters - Creighton Bluejays 0:0,United States. NCAA D1 Non-conference matches,105,Creighton Bluejays,3-4-3 (100.0%),1,20,0.65,13,18.09,4.75,19.78,79,0.9493670886075949,75,0.1773049645390071,14,0,3,0,0.0,0,0,,13,3,0.23076923076923078,5,5,66,0.5606060606060606,37,-0.58,210,0.4857142857142857,102,151,0.7417218543046358,112,0.2647754137115839,16,1,0,0,9,0,35,194,0.8969072164948454,174,0.41134751773049644,6.36,32,0.40625,13,0.030732860520094562,95,45,21,29,15.85,87,0.45977011494252873,40,1,5.98,503,0.8409542743538767,423,58,0.7413793103448276,43,0.1016548463356974,0,0,25,4,,24,3,0.125,61.25,67,0.6567164179104478,44,0.10401891252955082,78,25,24,29,0,6,12,6,0.5,2,1,0.5,0.5,2,0.3333333333333333,0.3333333333333333,6,2,7,0.2857142857142857,2,0.004728132387706856,0.875,24,21,14,3,0.58
2023-08-28,UC Irvine Anteaters - Creighton Bluejays 0:0,United States. NCAA D1 Non-conference matches,105,UC Irvine Anteaters,3-5-2 (35.79%),1,20,0.25,5,19.19,3.26,17.72,53,0.8867924528301887,47,0.16785714285714284,21,0,4,2,0.5,1,1,1.0,9,5,0.5555555555555556,6,4,87,0.5402298850574713,47,-1.54,210,0.4523809523809524,95,124,0.6854838709677419,85,0.30357142857142855,14,3,1,0,7,0,53,119,0.9159663865546218,109,0.3892857142857143,14.74,51,0.6470588235294118,33,0.11785714285714285,113,44,28,41,17.23,66,0.4393939393939394,29,5,7.77,346,0.8092485549132948,280,32,0.5625,18,0.06428571428571428,0,0,19,1,,17,6,0.35294117647058826,38.75,66,0.5303030303030303,35,0.125,74,14,35,25,0,12,6,2,0.3333333333333333,3,2,0.6666666666666666,0.3333333333333333,6,0.5,0.0,2,0,2,1.0,2,0.007142857142857143,0.8846153846153846,26,23,18,2,1.54
2023-08-29,Cal Poly Mustangs - Oral Roberts Golden Eagles 3:5,United States. NCAA D1 Non-conference matches,106,Cal Poly Mustangs,4-4-2 (100.0%),0,42,0.5476190476190477,23,23.07,3.22,16.02,72,0.9166666666666666,66,0.2268041237113402,20,4,4,0,0.0,0,0,,15,4,0.26666666666666666,2,2,111,0.5315315315315315,59,1.75,261,0.4521072796934866,118,146,0.6164383561643836,90,0.30927835051546393,23,2,0,-1,15,3,39,130,0.8153846153846154,106,0.3642611683848797,16.92,67,0.5223880597014925,35,0.12027491408934708,142,62,21,59,15.84,58,0.29310344827586204,17,2,6.31,396,0.7348484848484849,291,69,0.5942028985507246,41,0.140893470790378,1,1,20,2,1.0,37,4,0.10810810810810811,50.44,87,0.6666666666666666,58,0.19931271477663232,97,15,38,44,0,6,19,8,0.42105263157894735,2,0,0.0,0.0,4,0.6666666666666666,0.3333333333333333,6,2,2,0.0,0,0.0,0.875,32,28,9,3,1.25
2023-08-29,Cal Poly Mustangs - Oral Roberts Golden Eagles 3:5,United States. NCAA D1 Non-conference matches,106,Oral Roberts Golden Eagles,4-3-1-2 (100.0%),3,42,0.4523809523809524,19,20.51,2.74,17.48,36,0.9166666666666666,33,0.12359550561797752,21,3,5,2,0.4,1,0,0.0,14,6,0.42857142857142855,6,9,58,0.7068965517241379,41,1.5699999999999998,261,0.4904214559386973,128,134,0.6567164179104478,88,0.3295880149812734,10,8,1,2,5,5,45,122,0.8852459016393442,108,0.4044943820224719,14.33,49,0.5510204081632653,27,0.10112359550561797,125,50,24,51,13.92,111,0.46846846846846846,52,1,9.92,342,0.7807017543859649,267,57,0.631578947368421,36,0.1348314606741573,0,0,24,4,,36,11,0.3055555555555556,49.56,74,0.7297297297297297,54,0.20224719101123595,99,16,41,42,0,19,6,5,0.8333333333333334,6,3,0.5,0.375,8,0.42105263157894735,0.5,2,1,7,0.2857142857142857,2,0.00749063670411985,0.8928571428571429,28,25,24,1,3.43
2023-08-29,San Diego State Aztecs - CSU Bakersfield Roadrunners 1:0,United States. NCAA D1 Non-conference matches,103,CSU Bakersfield Roadrunners,4-1-4-1 (45.3%),0,61,0.4262295081967213,26,19.83,2.79,18.8,49,1.0,49,0.1821561338289963,20,1,4,3,0.75,3,1,0.3333333333333333,6,4,0.6666666666666666,3,2,87,0.6781609195402298,59,-1.9,282,0.5106382978723404,144,127,0.7007874015748031,89,0.3308550185873606,17,3,0,-1,6,0,36,112,0.9017857142857143,101,0.3754646840148699,12.35,40,0.575,23,0.08550185873605948,108,36,24,48,14.05,80,0.4125,33,1,8.45,324,0.8302469135802469,269,35,0.5714285714285714,20,0.07434944237918216,0,0,14,3,,23,8,0.34782608695652173,49.87,53,0.7735849056603774,41,0.1524163568773234,87,7,43,37,0,14,8,4,0.5,6,1,0.16666666666666666,0.5,2,0.14285714285714285,0.3,10,3,3,0.0,0,0.0,0.8571428571428571,21,18,10,4,1.9
2023-08-29,San Diego State Aztecs - CSU Bakersfield Roadrunners 1:0,United States. NCAA D1 Non-conference matches,103,San Diego State Aztecs,4-4-2 (62.39%),3,61,0.5081967213114754,31,20.38,3.01,15.55,61,0.9180327868852459,56,0.18983050847457628,7,0,8,2,0.25,1,1,1.0,8,4,0.5,4,5,80,0.5875,47,-0.3799999999999999,282,0.44680851063829785,126,136,0.6764705882352942,92,0.31186440677966104,15,5,0,1,11,1,33,127,0.9133858267716536,116,0.39322033898305087,9.89,36,0.4722222222222222,17,0.0576271186440678,103,47,16,40,15.7,87,0.3218390804597701,28,4,7.11,364,0.8104395604395604,295,46,0.6304347826086957,29,0.09830508474576272,0,0,19,2,,28,5,0.17857142857142858,50.13,59,0.6779661016949152,40,0.13559322033898305,95,18,34,43,0,8,14,2,0.14285714285714285,2,1,0.5,0.25,4,0.5,0.0,6,0,5,0.4,2,0.006779661016949152,0.88,25,22,20,1,1.38
2023-08-29,UC Santa Barbara Gauchos - Pacific Tigers 4:2,United States. NCAA D1 Non-conference matches,105,Pacific Tigers,4-1-4-1 (100.0%),0,28,0.5357142857142857,15,18.89,3.07,20.69,60,0.9,54,0.19217081850533807,12,4,3,0,0.0,0,0,,2,1,0.5,1,4,69,0.5507246376811594,38,1.52,246,0.43902439024390244,108,173,0.5664739884393064,98,0.3487544483985765,13,2,0,-2,12,2,33,98,0.9081632653061225,89,0.3167259786476868,13.65,52,0.3076923076923077,16,0.05693950177935943,149,49,27,73,16.42,98,0.3673469387755102,36,3,18.44,381,0.7375328083989501,281,48,0.5208333333333334,25,0.08896797153024912,0,0,12,1,,19,4,0.21052631578947367,43.36,82,0.5487804878048781,45,0.1601423487544484,85,8,36,41,0,6,11,5,0.45454545454545453,3,1,0.3333333333333333,0.3333333333333333,3,0.5,0.0,3,0,4,0.5,2,0.0071174377224199285,0.868421052631579,38,33,6,4,0.48
2023-08-29,UC Santa Barbara Gauchos - Pacific Tigers 4:2,United States. NCAA D1 Non-conference matches,105,UC Santa Barbara Gauchos,4-4-2 (70.32%),3,28,0.42857142857142855,12,20.9,3.88,15.55,82,0.9634146341463414,79,0.2041343669250646,15,2,5,0,0.0,1,0,0.0,19,8,0.42105263157894735,10,11,98,0.6326530612244898,62,2.04,246,0.5121951219512195,126,162,0.691358024691358,112,0.28940568475452194,22,5,2,2,5,4,44,182,0.8846153846153846,161,0.4160206718346253,12.26,57,0.6140350877192983,35,0.09043927648578812,106,52,10,44,15.34,69,0.4492753623188406,31,0,6.14,465,0.832258064516129,387,65,0.7538461538461538,49,0.12661498708010335,1,1,31,6,1.0,29,7,0.2413793103448276,56.64,98,0.6938775510204082,68,0.17571059431524547,100,10,31,59,0,11,6,3,0.5,4,0,0.0,0.0,4,0.36363636363636365,0.3333333333333333,6,2,2,0.5,1,0.002583979328165375,0.9545454545454546,22,21,22,3,1.96
2023-09-01,Cal State Fullerton Titans - Seattle Redhawks 0:2,United States. NCAA D1 Non-conference matches,101,Cal State Fullerton Titans,4-2-3-1 (100.0%),0,45,0.4888888888888889,22,21.27,3.45,20.25,47,0.851063829787234,40,0.11560693641618497,9,2,5,0,0.0,0,0,,14,4,0.2857142857142857,4,10,112,0.5714285714285714,64,-1.2,286,0.4405594405594406,126,180,0.7277777777777777,131,0.3786127167630058,21,3,0,-2,11,0,25,150,0.8866666666666667,133,0.38439306358381503,9.28,40,0.525,21,0.06069364161849711,125,59,18,48,14.63,95,0.3263157894736842,31,3,8.81,431,0.802784222737819,346,54,0.6851851851851852,37,0.1069364161849711,0,0,28,1,,27,8,0.2962962962962963,55.17,95,0.7368421052631579,70,0.2023121387283237,100,10,45,45,0,10,14,5,0.35714285714285715,6,1,0.16666666666666666,1.0,1,0.1,,0,0,2,1.0,2,0.005780346820809248,0.8695652173913043,23,20,14,3,1.2
2023-09-01,Cal State Fullerton Titans - Seattle Redhawks 0:2,United States. NCAA D1 Non-conference matches,101,Seattle Redhawks,4-2-3-1 (100.0%),3,45,0.4888888888888889,22,21.16,2.6,16.46,54,0.9814814814814815,53,0.2,24,0,2,1,0.5,0,0,,16,6,0.375,6,3,95,0.6736842105263158,64,0.26,286,0.5384615384615384,154,138,0.7028985507246377,97,0.3660377358490566,15,1,0,2,9,2,46,116,0.7844827586206896,91,0.3433962264150943,18.37,63,0.5079365079365079,32,0.12075471698113208,121,57,19,45,14.33,112,0.42857142857142855,48,3,9.64,343,0.7725947521865889,265,51,0.47058823529411764,24,0.09056603773584905,0,0,23,8,,33,11,0.3333333333333333,44.83,68,0.7794117647058824,53,0.2,100,14,52,34,0,14,10,1,0.1,4,0,0.0,0.0,4,0.2857142857142857,0.0,2,0,1,0.0,0,0.0,0.8928571428571429,28,25,19,2,1.74
2023-09-01,Omaha Mavericks - UC Irvine Anteaters 1:2,United States. NCAA D1 Non-conference matches,103,Omaha Mavericks,4-1-4-1 (92.99%),0,15,0.26666666666666666,4,19.85,4.74,20.37,82,0.9390243902439024,77,0.17035398230088494,13,2,1,0,0.0,0,0,,12,5,0.4166666666666667,8,3,52,0.6153846153846154,32,0.92,172,0.5465116279069767,94,138,0.7246376811594203,100,0.22123893805309736,16,2,0,-1,6,1,32,209,0.9138755980861244,191,0.4225663716814159,13.05,68,0.5588235294117647,38,0.084070796460177,84,43,15,26,15.65,83,0.5542168674698795,46,2,11.83,521,0.8675623800383877,452,59,0.559322033898305,33,0.07300884955752213,0,0,20,1,,25,3,0.12,56.14,70,0.6428571428571429,45,0.09955752212389381,67,8,37,22,0,4,9,5,0.5555555555555556,2,2,1.0,1.0,2,0.5,0.6666666666666666,3,2,4,0.0,0,0.0,0.9666666666666667,30,29,5,1,0.08
2023-09-01,Omaha Mavericks - UC Irvine Anteaters 1:2,United States. NCAA D1 Non-conference matches,103,UC Irvine Anteaters,4-3-3 (31.57%),3,15,0.7333333333333333,11,21.18,4.0,19.22,54,0.8703703703703703,47,0.14242424242424243,11,1,4,1,0.25,0,0,,10,4,0.4,2,3,83,0.4457831325301205,37,1.3199999999999998,172,0.4418604651162791,76,127,0.7165354330708661,91,0.27575757575757576,18,3,1,1,8,2,22,185,0.918918918918919,170,0.5151515151515151,10.61,42,0.5476190476190477,23,0.0696969696969697,89,45,18,26,15.23,52,0.38461538461538464,20,1,12.84,396,0.8333333333333334,330,60,0.7166666666666667,43,0.1303030303030303,0,0,14,2,,27,7,0.25925925925925924,43.86,73,0.7534246575342466,55,0.16666666666666666,61,9,35,17,0,9,4,2,0.5,5,1,0.2,0.2,5,0.5555555555555556,0.0,3,0,1,1.0,1,0.0030303030303030303,0.9230769230769231,26,24,11,3,0.68
2023-09-01,Pacific Tigers - UC Riverside Highlanders 1:0,United States. NCAA D1 Non-conference matches,97,Pacific Tigers,4-2-3-1 (77.9%),3,27,0.4074074074074074,11,21.24,3.35,24.89,57,0.9473684210526315,54,0.19081272084805653,11,0,5,1,0.2,0,0,,6,2,0.3333333333333333,2,4,88,0.625,55,0.8,246,0.491869918699187,121,111,0.6756756756756757,75,0.26501766784452296,18,1,0,1,8,1,35,142,0.8873239436619719,126,0.4452296819787986,13.62,47,0.46808510638297873,22,0.07773851590106007,98,39,15,44,13.94,94,0.44680851063829785,42,1,7.79,345,0.8202898550724638,283,30,0.6666666666666666,20,0.0706713780918728,0,0,15,1,,25,5,0.2,46.05,58,0.6551724137931034,38,0.13427561837455831,67,5,41,21,1,6,9,2,0.2222222222222222,4,1,0.25,1.0,1,0.16666666666666666,0.36363636363636365,11,4,0,,0,0.0,0.875,24,21,10,2,0.2
2023-09-01,Pacific Tigers - UC Riverside Highlanders 1:0,United States. NCAA D1 Non-conference matches,97,UC Riverside Highlanders,4-2-3-1 (100.0%),1,27,0.5555555555555556,15,21.26,4.13,15.77,69,0.9710144927536232,67,0.18457300275482094,12,0,2,0,0.0,0,0,,25,7,0.28,7,3,94,0.5531914893617021,52,-1.08,246,0.4878048780487805,120,140,0.7714285714285715,108,0.2975206611570248,20,4,1,0,6,0,24,178,0.848314606741573,151,0.41597796143250687,8.86,38,0.631578947368421,24,0.06611570247933884,106,57,15,34,14.8,88,0.375,33,2,7.46,429,0.8461538461538461,363,60,0.65,39,0.10743801652892562,0,0,32,3,,30,5,0.16666666666666666,53.95,69,0.782608695652174,54,0.1487603305785124,78,8,25,45,0,9,6,1,0.16666666666666666,2,0,0.0,0.0,1,0.1111111111111111,0.0,3,0,3,0.0,0,0.0,0.8571428571428571,21,18,16,2,1.08
2023-09-01,Sacramento State Hornets - Utah Tech Trailblazers 1:0,United States. NCAA D1 Non-conference matches,98,Sacramento State Hornets,4-2-3-1 (75.15%),3,27,0.5555555555555556,15,21.46,3.14,17.72,50,0.9,45,0.17786561264822134,23,0,7,1,0.14285714285714285,0,0,,11,3,0.2727272727272727,5,6,69,0.5507246376811594,38,0.45999999999999996,167,0.5209580838323353,87,117,0.7264957264957265,85,0.3359683794466403,15,3,0,1,11,1,35,99,0.8787878787878788,87,0.3438735177865613,10.93,34,0.6176470588235294,21,0.08300395256916997,90,41,30,19,12.79,63,0.4444444444444444,28,4,11.1,311,0.8135048231511254,253,43,0.6511627906976745,28,0.11067193675889328,0,0,25,7,,23,5,0.21739130434782608,47.56,68,0.75,51,0.2015810276679842,57,8,40,9,1,7,20,9,0.45,3,1,0.3333333333333333,0.3333333333333333,3,0.42857142857142855,0.6,5,3,4,0.25,1,0.003952569169960474,1.0,15,15,17,2,0.54
2023-09-01,Sacramento State Hornets - Utah Tech Trailblazers 1:0,United States. NCAA D1 Non-conference matches,98,Utah Tech Trailblazers,4-2-3-1 (100.0%),0,27,0.4444444444444444,12,20.15,3.85,21.35,64,0.90625,58,0.17159763313609466,8,1,7,2,0.2857142857142857,1,1,1.0,26,7,0.2692307692307692,6,9,63,0.5555555555555556,35,-2.54,167,0.47904191616766467,80,124,0.8064516129032258,100,0.2958579881656805,12,4,2,-1,6,0,14,163,0.8711656441717791,142,0.42011834319526625,8.91,36,0.75,27,0.07988165680473373,86,58,13,15,15.06,69,0.4492753623188406,31,2,9.68,404,0.8366336633663366,338,53,0.8490566037735849,45,0.13313609467455623,1,0,37,4,0.0,42,10,0.23809523809523808,52.44,67,0.8208955223880597,55,0.16272189349112426,68,17,27,24,0,20,7,3,0.42857142857142855,13,4,0.3076923076923077,0.5,8,0.4,0.0,4,0,0,,0,0.0,0.9444444444444444,18,17,16,3,2.54
2023-09-01,UC San Diego Tritons - Gonzaga Bulldogs 1:1,United States. NCAA D1 Non-conference matches,95,Gonzaga Bulldogs,3-5-2 (100.0%),1,36,0.4444444444444444,16,21.11,4.66,18.01,75,0.9733333333333334,73,0.18622448979591838,10,1,8,2,0.25,0,0,,13,5,0.38461538461538464,5,8,78,0.7435897435897436,58,-0.76,222,0.5135135135135135,114,163,0.7116564417177914,116,0.29591836734693877,13,2,0,0,7,1,33,175,0.8971428571428571,157,0.4005102040816326,8.7,41,0.34146341463414637,14,0.03571428571428571,94,40,16,38,15.43,82,0.3780487804878049,31,3,12.11,471,0.832271762208068,392,56,0.6428571428571429,36,0.09183673469387756,0,0,27,0,,32,11,0.34375,54.85,85,0.7647058823529411,65,0.16581632653061223,81,8,45,28,0,15,13,5,0.38461538461538464,7,2,0.2857142857142857,0.4,5,0.3333333333333333,0.5,6,3,1,0.0,0,0.0,0.9230769230769231,13,12,15,2,1.76
2023-09-01,UC San Diego Tritons - Gonzaga Bulldogs 1:1,United States. NCAA D1 Non-conference matches,95,UC San Diego Tritons,4-2-3-1 (100.0%),1,36,0.5,18,20.47,2.96,16.15,50,0.9,45,0.16917293233082706,26,1,4,0,0.0,0,0,,13,4,0.3076923076923077,7,2,82,0.6219512195121951,51,-1.48,222,0.46846846846846846,104,125,0.768,96,0.3609022556390977,8,3,1,0,14,1,39,109,0.8532110091743119,93,0.34962406015037595,11.78,39,0.5641025641025641,22,0.08270676691729323,116,61,21,34,13.17,78,0.2564102564102564,20,1,12.79,331,0.8036253776435045,266,51,0.6470588235294118,33,0.12406015037593984,1,0,28,4,0.0,27,8,0.2962962962962963,45.15,64,0.8125,52,0.19548872180451127,69,12,28,29,0,13,15,7,0.4666666666666667,4,0,0.0,0.0,5,0.38461538461538464,0.5,2,1,0,,0,0.0,0.6666666666666666,24,16,11,2,2.48
2023-09-02,Portland Pilots - UC Santa Barbara Gauchos 4:2,United States. NCAA D1 Non-conference matches,112,Portland Pilots,4-3-3 (46.03%),3,41,0.5121951219512195,21,23.25,2.45,14.03,24,1.0,24,0.11650485436893204,29,2,4,2,0.5,2,1,0.5,13,4,0.3076923076923077,5,6,83,0.6024096385542169,50,1.5899999999999999,283,0.45229681978798586,128,110,0.6,66,0.32038834951456313,13,2,1,2,11,4,62,106,0.8773584905660378,93,0.45145631067961167,15.93,43,0.4883720930232558,21,0.10194174757281553,116,44,33,39,13.0,108,0.35185185185185186,38,1,13.19,270,0.762962962962963,206,42,0.5476190476190477,23,0.11165048543689321,0,0,21,4,,27,7,0.25925925925925924,37.25,68,0.7205882352941176,49,0.23786407766990292,91,11,57,23,0,13,16,4,0.25,4,1,0.25,0.25,4,0.3076923076923077,0.3333333333333333,6,2,0,,0,0.0,0.9444444444444444,18,17,18,3,2.41
2023-09-02,Portland Pilots - UC Santa Barbara Gauchos 4:2,United States. NCAA D1 Non-conference matches,112,UC Santa Barbara Gauchos,4-4-2 (100.0%),0,41,0.4146341463414634,17,18.79,5.03,16.8,79,0.9240506329113924,73,0.1492842535787321,8,4,10,2,0.2,1,1,1.0,32,9,0.28125,9,9,108,0.6481481481481481,70,-0.3999999999999999,283,0.49469964664310956,140,197,0.7766497461928934,153,0.3128834355828221,18,2,2,-2,8,2,34,227,0.8502202643171806,193,0.3946830265848671,7.55,44,0.5681818181818182,25,0.05112474437627812,122,81,19,22,16.66,83,0.39759036144578314,33,1,4.9,583,0.8387650085763293,489,79,0.7721518987341772,61,0.12474437627811862,0,0,40,6,,45,6,0.13333333333333333,62.75,90,0.8222222222222222,74,0.15132924335378323,105,27,38,40,0,16,13,4,0.3076923076923077,6,0,0.0,0.0,3,0.1875,0.4444444444444444,9,4,0,,0,0.0,0.9166666666666666,24,22,30,2,2.4
2023-09-02,San Diego State Aztecs - Cal Poly Mustangs 3:0,United States. NCAA D1 Non-conference matches,100,Cal Poly Mustangs,4-4-2 (17.96%),0,72,0.4861111111111111,35,19.14,2.25,13.21,36,0.8888888888888888,32,0.17679558011049723,31,3,3,0,0.0,0,0,,8,4,0.5,4,5,63,0.6190476190476191,39,-1.25,225,0.48444444444444446,109,125,0.528,66,0.36464088397790057,15,8,2,-3,12,0,42,59,0.7966101694915254,47,0.2596685082872928,19.77,52,0.4807692307692308,25,0.13812154696132597,141,63,24,54,13.93,49,0.3673469387755102,18,0,6.49,263,0.688212927756654,181,51,0.5294117647058824,27,0.14917127071823205,0,0,22,2,,30,2,0.06666666666666667,43.79,58,0.6206896551724138,36,0.19889502762430938,91,15,40,36,1,8,12,4,0.3333333333333333,1,0,0.0,0.0,3,0.375,0.75,8,6,1,0.0,0,0.0,0.7241379310344828,29,21,15,2,1.25
