Game,numOpportunity,Event,Result,Start Pos,End Pos,Team
,,,,,,
UC Riverside,28,Shot(foot),Successful,"[9.047619047619037, 37.523809523809526]","[0.857142857142847, 42.285714285714285]",Opponent
,,,,,,
UC Riverside,30,Tackle,Successful,"[49.42857142857141, 35.61904761904762]","[-1, -1]",Opponent
,,,,,,
UC Riverside,30,Pass,Successful,"[22.571428571428562, 36.0]","[8.476190476190467, 48.57142857142857]",Opponent
,,,,,,
UC Riverside,30,Shot(foot),Successful,"[6.571428571428562, 48.76190476190476]","[0.6666666666666572, 43.23809523809524]",Opponent
,,,,,,
UC Riverside,31,Set Piece,Successful,"[59.90476190476189, 40.0]","[75.33333333333331, 36.38095238095238]",Opponent
,,,,,,
UC Riverside,31,Pass,Successful,"[77.8095238095238, 34.285714285714285]","[78.95238095238093, 48.76190476190476]",Opponent
,,,,,,
UC Riverside,31,Pass,Successful,"[78.38095238095238, 51.61904761904762]","[93.61904761904762, 18.47619047619048]",Opponent
,,,,,,
UC Riverside,31,Pass,Successful,"[92.85714285714286, 17.714285714285722]","[100.47619047619045, 35.61904761904762]",Opponent
,,,,,,
UC Riverside,31,Pass,Successful,"[96.09523809523807, 45.714285714285715]","[91.9047619047619, 65.33333333333333]",Opponent
,,,,,,
UC Riverside,31,Pass,Successful,"[88.85714285714283, 69.71428571428572]","[78.19047619047618, 73.14285714285714]",Opponent
,,,,,,
